package_id	place_name	province	latitude	longitude	category	duration_days	min_price	avg_price	max_price	transport	accommodation	rating	reviews_count	popularity_score	best_season	difficulty	nearby_city	tags	created_at
PKG0128	Sarhad	Sindh	26.180413	67.101966	City	5	9469	12354	12947	Train	Camping	4.6	736	0.17	Summer	Easy	Gilgit	lake,beach,family	2025-05-22T20:38:27.498493
PKG0129	Kallar Kahar	Azad Kashmir	34.515123	76.07071	Beach	2	500	1000	4510	Hike	Guesthouse	3.5	448	3.35	Summer	Moderate	Islamabad	beach,hiking,wildlife	2024-10-15T20:38:27.498521
PKG0130	Noorpur Shahan	Azad Kashmir	34.795407	73.524968	Religious	4	2074	5014	6184	Hike	4-star	4.9	1081	0.17	Autumn	Easy	Skardu	lake,mountains,culture	2024-06-02T20:38:27.498551
PKG0131	Skardu Shangrila	Gilgit-Baltistan	36.719961	72.487223	Cultural	2	9524	10865	15369	Road	Luxury Resort	4.9	912	1.1	Spring	Moderate	Islamabad	culture,luxury,beach	2024-04-03T20:38:27.498573
PKG0132	Deosai National Park	Gilgit-Baltistan	36.27427	76.341492	Historical	7	5644	7186	7710	Air	Luxury Resort	4.2	149	1.26	Spring	Moderate	Multan	hiking,lake,culture	2025-09-01T20:38:27.498595
PKG0133	Nanga Parbat Base Camp	Balochistan	26.190409	65.453202	Adventure	7	14903	16936	20569	Private Van	4-star	3.8	769	2.74	Spring	Hard	Gilgit	culture,heritage,photography	2024-11-10T20:38:27.498632
PKG0134	Kirthar National Park	Sindh	29.457081	67.858352	Adventure	4	17442	17956	18642	Train	4-star	4.2	1115	0.94	Winter	Hard	Sialkot	trek,food,beach	2024-11-12T20:38:27.498660
PKG0135	Haji Camp, Karachi	Khyber Pakhtunkhwa	32.130883	74.251249	Nature	1	16923	19140	19768	Air	Guesthouse	4.0	137	0.51	Spring	Hard	Lahore	beach,wildlife,photography	2023-11-12T20:38:27.498683
PKG0136	Skardu Valley	Sindh	27.943246	67.913592	Religious	10	8028	9417	10379	Air	Luxury Resort	4.7	592	9.91	Summer	Hard	Skardu	budget,wildlife,hiking	2023-09-02T20:38:27.498705
PKG0137	Murree Resort	Islamabad Capital	32.603991	71.850587	Adventure	10	14181	15586	19473	Train	3-star	3.8	124	6.97	All Year	Hard	Murree	heritage,photography,hiking	2024-08-21T20:38:27.498727
PKG0138	Malakand Pass Valley	Balochistan	26.281305	65.066489	Trekking	10	26849	28654	32564	Private Van	Guesthouse	4.4	614	2.38	Winter	Easy	Gwadar	culture,beach,trek	2025-03-16T20:38:27.498749
PKG0139	Hujra Shah Muqeem	Islamabad Capital	34.925461	74.874657	Historical	10	19729	21919	25831	Hike	Luxury Resort	3.8	274	1.76	Winter	Easy	Quetta	trek,budget,photography	2025-08-13T20:38:27.498770
PKG0140	Shangla	Islamabad Capital	32.906465	73.253813	Religious	1	6735	8334	11923	Hike	Luxury Resort	4.7	80	1.94	Spring	Easy	Gwadar	food,wildlife,photography	2024-04-08T20:38:27.498809
PKG0141	Pakistan Monument, Islamabad	Balochistan	27.253335	68.442197	Beach	1	2594	3961	6017	Road	Camping	3.9	980	1.25	Summer	Hard	Skardu	hiking,trek,luxury	2025-03-01T20:38:27.498848
PKG0142	Sandspit Beach Viewpoint	Khyber Pakhtunkhwa	35.653083	71.28397	City	5	13624	15195	18641	Hike	4-star	3.3	954	0.16	Spring	Hard	Rawalpindi	food,budget,trek	2024-10-18T20:38:27.498871
PKG0143	Ziarat	Balochistan	26.274293	68.184509	Adventure	1	15482	17050	20970	Train	Guesthouse	5.0	401	0.74	Autumn	Easy	Sialkot	wildlife,trek,beach	2024-04-17T20:38:27.498893
PKG0144	Neelum Valley Heritage Site	Azad Kashmir	33.525386	75.280164	Cultural	8	10041	12428	14306	Train	Guesthouse	4.7	286	0.35	All Year	Moderate	Islamabad	culture,photography,mountains	2024-05-14T20:38:27.498925
PKG0145	Karimabad, Hunza	Islamabad Capital	35.760184	75.711129	Historical	1	500	1078	2704	Air	Budget Hotel	5.0	309	5.4	Spring	Easy	Hunza	beach,budget,mountains	2024-02-08T20:38:27.498946
PKG0146	Badin Falls	Azad Kashmir	37.103422	76.176509	Cultural	1	8031	8558	13417	Hike	4-star	4.1	24	3.33	Spring	Hard	Murree	family,culture,food	2025-10-15T20:38:27.498968
PKG0147	Minar-e-Pakistan Park	Islamabad Capital	34.867154	72.623439	Adventure	2	3827	4721	9516	Air	Guesthouse	4.9	393	7.01	All Year	Hard	Quetta	budget,family,luxury	2025-08-13T20:38:27.498990
PKG0148	Swat Valley	Balochistan	28.753986	64.459247	Religious	5	9823	10653	11412	Road	4-star	4.3	776	1.26	Winter	Hard	Rawalpindi	mountains,photography,food	2023-11-13T20:38:27.499023
PKG0149	Ayun Valley	Punjab	30.99915	71.603458	City	2	500	1000	1848	Air	Guesthouse	3.9	1160	0.12	Winter	Moderate	Lahore	lake,photography,family	2024-04-24T20:38:27.499056
PKG0150	Ayun Valley Park	Azad Kashmir	31.697411	76.272598	City	1	9208	10556	12237	Private Van	Budget Hotel	4.4	612	10.0	Summer	Hard	Peshawar	wildlife,luxury,photography	2024-04-27T20:38:27.499088
PKG0151	Ziarat Juniper Forest	Balochistan	30.533656	63.839704	Nature	10	13115	15031	15970	Road	4-star	4.2	475	2.93	Spring	Moderate	Skardu	food,wildlife,hiking	2024-09-21T20:38:27.499111
PKG0152	Hujra Shah Muqeem Resort	Khyber Pakhtunkhwa	31.177754	70.639962	Cultural	8	5687	7121	10535	Hike	4-star	3.4	884	0.28	Summer	Hard	Skardu	photography,luxury,lake	2023-09-03T20:38:27.499136
PKG0153	Kotli Falls	Khyber Pakhtunkhwa	35.788331	73.278651	Nature	5	14590	15721	19333	Air	Camping	4.5	797	0.52	Autumn	Moderate	Karachi	lake,mountains,family	2024-08-03T20:38:27.499158
PKG0154	Neelam Valley (alternate)	Islamabad Capital	32.298599	70.835042	Adventure	7	19024	21362	26059	Private Van	Budget Hotel	5.0	53	0.89	Spring	Moderate	Hunza	lake,wildlife,hiking	2024-12-04T20:38:27.499180
PKG0155	Sarhad	Punjab	29.751084	71.326797	Nature	10	15499	16993	21761	Air	Camping	3.8	779	1.47	Summer	Easy	Quetta	family,food,beach	2025-06-05T20:38:27.499202
PKG0156	Fairy Meadows	Sindh	26.108058	68.026614	Cultural	2	7710	9689	12250	Air	Camping	5.0	1015	3.82	All Year	Hard	Peshawar	beach,lake,heritage	2024-12-25T20:38:27.499231
PKG0157	Shalimar Gardens, Lahore	Balochistan	27.993303	66.721153	City	8	19493	21364	25391	Hike	Guesthouse	5.0	615	4.19	Autumn	Hard	Murree	trek,beach,budget	2025-05-04T20:38:27.499262
PKG0158	Sakesar	Khyber Pakhtunkhwa	32.748689	73.169747	Cultural	4	1043	2877	6457	Train	4-star	4.1	747	0.1	Spring	Hard	Peshawar	wildlife,culture,heritage	2023-12-04T20:38:27.499297
PKG0159	Hujra Shah Muqeem Falls	Gilgit-Baltistan	33.661497	75.86328	Religious	8	11179	12872	13938	Private Van	Camping	4.9	1022	2.44	Summer	Hard	Quetta	trek,family,photography	2025-05-28T20:38:27.499321
PKG0160	Kumrat Valley Resort	Balochistan	30.734461	63.443791	Cultural	7	3710	6398	11048	Private Van	Luxury Resort	4.0	75	0.1	Autumn	Hard	Gwadar	culture,wildlife,photography	2025-08-06T20:38:27.499343
PKG0161	Makli Necropolis	Islamabad Capital	32.169386	74.028163	Adventure	1	18544	21350	25123	Train	4-star	3.3	216	1.0	Spring	Easy	Quetta	trek,culture,hiking	2024-04-09T20:38:27.499366
PKG0162	Ayubia National Park Falls	Azad Kashmir	34.951412	73.374671	Trekking	8	17406	20316	24915	Air	3-star	4.1	50	0.86	Winter	Easy	Quetta	luxury,lake,hiking	2023-10-16T20:38:27.499388
PKG0163	Clifton Beach, Karachi	Khyber Pakhtunkhwa	32.871342	71.731996	Religious	10	15536	18014	21367	Private Van	Budget Hotel	4.2	897	1.01	Winter	Moderate	Karachi	family,mountains,lake	2025-10-09T20:38:27.499410
PKG0164	Marine Drive, Karachi	Azad Kashmir	32.156176	75.500301	Religious	10	13675	14889	16700	Train	Luxury Resort	4.4	873	5.97	Winter	Easy	Gwadar	luxury,photography,heritage	2025-04-25T20:38:27.499432
PKG0165	Badin Falls	Azad Kashmir	34.092807	70.875154	Religious	8	500	1000	5018	Private Van	Budget Hotel	4.2	439	1.23	Summer	Moderate	Gwadar	hiking,lake,wildlife	2025-07-20T20:38:27.499455
PKG0166	Minar-e-Pakistan Trail	Sindh	25.694758	66.682446	Nature	5	12458	14962	19785	Train	Luxury Resort	4.4	795	0.8	All Year	Moderate	Skardu	lake,budget,hiking	2024-07-21T20:38:27.499477
PKG0167	Kotli Falls	Sindh	28.38243	69.73593	Beach	2	500	1173	4238	Road	Guesthouse	4.5	625	0.16	Spring	Easy	Multan	hiking,heritage,culture	2024-09-30T20:38:27.499499
PKG0168	Larkana	Gilgit-Baltistan	34.327204	73.80226	Adventure	8	5691	8392	10311	Hike	Guesthouse	4.4	1002	0.85	Autumn	Easy	Islamabad	budget,beach,wildlife	2025-09-08T20:38:27.499520
PKG0169	Muzaffarabad	Punjab	30.907654	70.170771	Trekking	10	12053	14623	19177	Private Van	Camping	4.7	1007	2.2	Winter	Hard		beach,food,heritage	2025-08-09T20:38:27.499550
PKG0170	Ayun Valley Park	Punjab	32.775285	70.323177	Historical	5	4899	6319	11223	Train	Guesthouse	4.0	936	0.1	All Year	Hard	Gwadar	food,beach,culture	2024-05-27T20:38:27.499571
PKG0171	Ranikot Fort	Gilgit-Baltistan	34.18524	76.150678	City	10	5148	5818	9933	Hike	Guesthouse	3.8	870	0.39	Spring	Hard		photography,trek,family	2025-09-29T20:38:27.499594
PKG0172	Shangla	Khyber Pakhtunkhwa	33.091462	73.900372	Cultural	2	500	1000	3219	Hike	Camping	4.1	718	0.91	All Year	Hard	Sialkot	heritage,wildlife,food	2025-04-04T20:38:27.499643
PKG0173	Gorakh Hill Station	Islamabad Capital	31.036147	72.144893	Beach	10	19599	20788	23939	Train	3-star	4.2	1172	0.1	Autumn	Hard	Gilgit	lake,heritage,luxury	2025-09-02T20:38:27.499667
PKG0174	Peshawar	Islamabad Capital	34.615378	74.248559	Adventure	4	16988	18087	21225	Air	Camping	4.8	804	0.17	Winter	Easy	Skardu	photography,family,food	2024-09-03T20:38:27.499704
PKG0175	Mahodand Lake	Balochistan	26.453098	67.767592	Nature	7	11715	14326	17105	Train	4-star	4.1	999	3.28	Autumn	Hard	Lahore	food,hiking,lake	2023-10-15T20:38:27.499732
PKG0176	Upper Dir	Azad Kashmir	35.484863	72.849336	Nature	10	8452	10581	12865	Private Van	Guesthouse	4.5	1013	0.47	Autumn	Moderate		family,budget,culture	2024-03-20T20:38:27.499754
PKG0177	Gwadar	Gilgit-Baltistan	38.614535	76.229822	Historical	1	6442	7349	11613	Road	Budget Hotel	3.0	323	1.93	Winter	Moderate	Lahore	luxury,trek,heritage	2024-01-06T20:38:27.499777
PKG0178	Hiran Minar	Sindh	28.74654	70.75957	Nature	6	9715	11240	12415	Train	Camping	3.1	338	2.75	Spring	Moderate	Gilgit	family,hiking,trek	2024-08-19T20:38:27.499799
PKG0179	Neelum Valley Heritage Site	Punjab	32.222188	69.006518	Cultural	2	11416	12459	14811	Hike	Camping	4.4	911	1.43	Spring	Easy	Murree	budget,lake,luxury	2023-11-22T20:38:27.499820
PKG0180	Gwadar	Balochistan	26.42497	65.29842	Nature	2	7383	9166	12677	Train	Guesthouse	4.2	783	1.19	Summer	Hard	Gilgit	heritage,lake,culture	2024-04-04T20:38:27.499842
PKG0181	Lahore Fort	Gilgit-Baltistan	37.400121	74.140597	Religious	3	500	1000	5124	Air	Budget Hotel	4.3	205	0.63	Summer	Easy	Skardu	hiking,luxury,budget	2024-08-19T20:38:27.499863
PKG0182	Ziarat	Islamabad Capital	31.518981	71.701806	Nature	4	11112	13878	16712	Road	Camping	4.2	617	0.78	Summer	Hard	Skardu	culture,trek,luxury	2025-01-03T20:38:27.499894
PKG0183	Mansehra Fort	Punjab	32.70281	73.762668	Religious	8	3040	5120	6543	Air	4-star	3.7	145	0.26	All Year	Easy	Multan	budget,heritage,luxury	2024-03-29T20:38:27.499925
PKG0184	Larkana	Khyber Pakhtunkhwa	34.278137	70.036622	Cultural	2	9741	10309	11362	Road	3-star	4.7	441	2.27	Spring	Easy	Gwadar	luxury,culture,family	2024-01-28T20:38:27.499947
PKG0185	Makli Necropolis Resort	Gilgit-Baltistan	38.10266	74.041451	Trekking	2	12255	14952	19856	Hike	Guesthouse	4.9	568	0.18	Spring	Moderate	Karachi	culture,trek,heritage	2024-05-01T20:38:27.499969
PKG0186	Hinglaj Mata Temple area	Balochistan	29.518623	67.579345	Nature	5	26954	29245	31699	Road	Guesthouse	4.7	176	2.74	Winter	Easy	Rawalpindi	wildlife,food,mountains	2024-12-20T20:38:27.499991
PKG0187	Hiran Minar Valley	Azad Kashmir	35.448314	71.753875	Historical	3	2230	2776	4618	Private Van	3-star	4.1	1071	0.67	All Year	Hard	Quetta	heritage,budget,food	2023-09-26T20:38:27.500012
PKG0188	Sialkot Park	Islamabad Capital	32.292587	75.358489	Historical	6	15116	17374	20102	Hike	Budget Hotel	3.5	538	1.69	All Year	Hard	Karachi	beach,food,culture	2024-10-29T20:38:27.500035
PKG0189	Deosai National Park	Balochistan	31.156159	64.001288	Adventure	5	5687	6608	8052	Air	Camping	4.5	1042	0.21	Spring	Easy		mountains,trek,food	2024-07-06T20:38:27.500057
PKG0190	Gurez Valley	Balochistan	31.521359	64.073766	Historical	10	4034	6251	8590	Train	Guesthouse	3.9	852	0.35	Autumn	Moderate		lake,wildlife,budget	2025-07-02T20:38:27.500080
PKG0191	Minar-e-Pakistan Park	Azad Kashmir	36.911646	71.776066	Historical	7	4663	5445	9755	Train	3-star	3.8	670	0.38	Spring	Hard	Rawalpindi	mountains,budget,trek	2025-01-07T20:38:27.500120
PKG0192	Ayun Valley Park	Islamabad Capital	32.503456	73.776305	Cultural	6	500	1000	5541	Air	Camping	4.5	1119	8.08	Summer	Easy	Lahore	luxury,mountains,trek	2024-04-26T20:38:27.500154
PKG0193	Korangi Creek	Azad Kashmir	36.537444	75.963192	City	1	5525	7566	10585	Road	Guesthouse	3.7	1085	6.98	Summer	Moderate	Rawalpindi	mountains,heritage,family	2025-07-29T20:38:27.500177
PKG0194	Passu Cones, Hunza	Sindh	28.883725	68.618555	City	8	9576	10423	11705	Hike	Guesthouse	4.3	807	0.6	Spring	Hard	Skardu	mountains,luxury,photography	2025-06-21T20:38:27.500207
PKG0195	Balakot	Khyber Pakhtunkhwa	32.565946	70.890053	Trekking	6	16203	18005	22213	Train	Guesthouse	3.7	152	5.3	Summer	Easy	Gwadar	food,wildlife,lake	2025-05-26T20:38:27.500233
PKG0196	Makli Necropolis	Sindh	26.1974	67.3842	Nature	10	25292	27259	29459	Private Van	3-star	5.0	948	0.66	Autumn	Easy	Karachi	heritage,photography,family	2023-11-11T20:38:27.500255
PKG0197	Skardu Shangrila Park	Gilgit-Baltistan	33.741979	76.515549	City	3	4151	5024	7557	Train	4-star	4.5	1051	0.78	Spring	Hard	Quetta	family,heritage,mountains	2024-09-13T20:38:27.500285
PKG0198	Shangla	Gilgit-Baltistan	37.988471	72.999116	Cultural	2	9606	10678	12172	Road	Budget Hotel	2.8	455	0.56	Summer	Easy		luxury,budget,photography	2024-01-26T20:38:27.500318
PKG0199	Mansehra Fort	Punjab	31.493943	70.552924	Nature	1	15794	16558	18677	Private Van	Guesthouse	3.7	188	0.68	Autumn	Easy	Lahore	beach,mountains,heritage	2024-03-24T20:38:27.500346
PKG0200	Badin	Islamabad Capital	35.026585	73.016758	Trekking	7	6958	8165	11564	Air	Guesthouse	4.3	563	1.31	Autumn	Moderate	Islamabad	mountains,wildlife,hiking	2024-02-09T20:38:27.500368
PKG0201	Rawalakot	Azad Kashmir	33.270631	73.171953	Cultural	1	4229	5088	7879	Private Van	Guesthouse	4.2	858	0.82	Summer	Hard	Gwadar	culture,trek,photography	2024-04-24T20:38:27.500390
PKG0202	Faisal Mosque, Islamabad	Balochistan	30.691495	65.154673	Cultural	6	2572	5388	10003	Train	4-star	4.6	553	2.29	Summer	Easy	Multan	wildlife,trek,mountains	2023-08-27T20:38:27.500413
PKG0203	Bala Hisar Fort, Peshawar	Punjab	32.851923	71.830106	City	4	11025	12178	13498	Air	Camping	4.9	493	1.28	Autumn	Hard		food,hiking,mountains	2023-09-11T20:38:27.500434
PKG0204	Cholistan Desert	Gilgit-Baltistan	38.579031	76.284344	City	3	500	1000	3437	Hike	3-star	3.7	734	5.31	All Year	Easy	Murree	hiking,budget,wildlife	2024-04-03T20:38:27.500456
PKG0205	Clifton Beach, Karachi	Gilgit-Baltistan	39.190211	76.520181	Cultural	10	9461	11226	13164	Private Van	Budget Hotel	3.9	184	5.57	Spring	Easy	Skardu	trek,mountains,culture	2024-06-30T20:38:27.500477
PKG0206	Badshahi Mosque, Lahore	Khyber Pakhtunkhwa	36.507377	70.208786	Adventure	6	16702	17928	21078	Road	Budget Hotel	5.0	302	3.69	All Year	Hard	Islamabad	food,lake,culture	2024-10-24T20:38:27.500499
PKG0207	Naltar Valley	Khyber Pakhtunkhwa	35.227228	72.972837	Nature	6	15289	17025	20167	Air	Guesthouse	4.0	894	0.45	Winter	Hard	Multan	heritage,hiking,culture	2023-11-22T20:38:27.500520
PKG0208	Sadiqabad Heritage Site	Islamabad Capital	32.820953	74.03319	Adventure	7	11333	13089	16001	Air	Guesthouse	4.0	3	3.37	All Year	Moderate		food,wildlife,mountains	2025-04-29T20:38:27.500543
PKG0209	Lasbela Lake	Khyber Pakhtunkhwa	36.526229	74.80519	Religious	2	8206	10738	12390	Train	Camping	5.0	159	0.89	Summer	Moderate	Multan	heritage,photography,lake	2023-11-07T20:38:27.500564
PKG0210	Sukkur Heritage Site	Azad Kashmir	35.875716	72.714497	Historical	5	6020	7378	9922	Road	3-star	4.7	525	3.39	Spring	Hard	Lahore	mountains,luxury,beach	2023-10-13T20:38:27.500591
PKG0211	Larkana	Sindh	28.807312	68.458492	Trekking	6	500	2771	6345	Road	4-star	3.7	1183	1.24	Summer	Easy	Rawalpindi	lake,mountains,family	2025-10-12T20:38:27.500613
PKG0212	Kalat	Khyber Pakhtunkhwa	36.709973	69.445202	Adventure	7	20150	21309	22423	Hike	Budget Hotel	3.8	692	1.4	All Year	Hard	Rawalpindi	hiking,mountains,luxury	2024-01-02T20:38:27.500634
PKG0213	Bumburet Valley	Gilgit-Baltistan	38.83852	72.442623	Nature	6	15620	16961	19017	Private Van	Camping	4.1	1134	0.97	All Year	Moderate	Gilgit	family,food,trek	2025-07-26T20:38:27.500661
PKG0214	Skardu Valley	Balochistan	29.430619	68.039127	Adventure	1	18377	20354	20885	Private Van	Budget Hotel	4.2	603	1.96	All Year	Moderate	Peshawar	lake,mountains,trek	2025-05-11T20:38:27.500695
PKG0215	Badin Falls	Khyber Pakhtunkhwa	36.862346	71.841424	Nature	5	4000	6128	10485	Private Van	Camping	4.8	542	0.3	Spring	Hard	Hunza	luxury,heritage,budget	2024-10-07T20:38:27.500731
PKG0216	Srinagar (historical list)	Sindh	26.174652	67.079776	Cultural	5	10630	12056	14756	Hike	Budget Hotel	4.8	309	1.52	Spring	Easy	Gilgit	budget,culture,luxury	2023-09-19T20:38:27.500754
PKG0217	Hiran Minar Park	Sindh	26.821611	70.544783	Trekking	10	13647	16091	18521	Private Van	3-star	4.3	161	0.33	Winter	Hard	Lahore	culture,wildlife,food	2024-03-26T20:38:27.500790
PKG0218	Ormara Cliffs Trail	Gilgit-Baltistan	34.384686	77.195529	Cultural	3	1267	2451	4686	Air	Guesthouse	3.8	87	2.72	Winter	Easy	Gilgit	luxury,trek,photography	2025-06-03T20:38:27.500815
PKG0219	Gurez Valley Resort	Khyber Pakhtunkhwa	32.918497	73.362618	Nature	2	13340	15429	19184	Hike	3-star	4.0	565	2.87	All Year	Moderate		mountains,hiking,wildlife	2024-03-10T20:38:27.500838
PKG0220	Murree Mall Road Viewpoint	Islamabad Capital	33.197563	72.526654	Adventure	2	11982	12914	14241	Train	Luxury Resort	4.6	704	3.44	Winter	Moderate	Sialkot	photography,beach,wildlife	2024-02-17T20:38:27.500867
PKG0221	Karoonjhar Hills	Punjab	29.033198	71.417844	Trekking	1	11259	13380	16595	Air	Budget Hotel	3.7	973	3.19	Autumn	Moderate	Lahore	budget,family,hiking	2025-01-18T20:38:27.500889
PKG0222	Gwadar Beaches	Islamabad Capital	34.857097	70.629304	Religious	3	4705	6435	10564	Train	3-star	3.9	853	2.56	All Year	Hard	Karachi	trek,beach,food	2024-09-11T20:38:27.500911
PKG0223	Murree Mall Road Point	Balochistan	30.55696	68.203134	Historical	10	13066	14217	15254	Train	Camping	4.9	1037	2.37	Winter	Easy	Gwadar	culture,wildlife,mountains	2025-05-08T20:38:27.500951
PKG0224	Malam Jabba	Islamabad Capital	31.884361	70.385765	Historical	8	500	1000	4452	Air	3-star	4.3	754	0.85	Winter	Hard	Sialkot	photography,lake,food	2025-10-01T20:38:27.500975
PKG0225	Abbottabad	Khyber Pakhtunkhwa	33.93272	71.676621	Cultural	10	500	1000	4320	Air	3-star	4.9	185	1.24	Autumn	Easy	Sialkot	mountains,heritage,wildlife	2023-08-26T20:38:27.500997
PKG0226	Murree Mall Road	Islamabad Capital	32.008106	71.390672	Religious	5	7906	10083	14787	Road	Camping	5.0	18	1.89	Winter	Easy	Gilgit	heritage,wildlife,mountains	2025-03-17T20:38:27.501019
PKG0227	Islamabad (city)	Gilgit-Baltistan	38.330513	73.332758	Beach	7	7614	9656	13012	Private Van	3-star	4.6	446	2.39	Winter	Moderate	Gilgit	culture,wildlife,luxury	2024-03-13T20:38:27.501044
PKG0228	Mohenjo-daro	Punjab	31.069082	72.974133	City	10	7369	10301	13116	Train	Camping	4.4	221	0.33	Winter	Easy	Multan	family,photography,budget	2025-01-22T20:38:27.501075
PKG0229	Multan	Azad Kashmir	35.766563	76.054243	Beach	4	19178	20292	25029	Air	Budget Hotel	4.9	827	1.1	Autumn	Hard	Islamabad	hiking,mountains,photography	2024-06-10T20:38:27.501098
PKG0230	Nankana Sahib	Khyber Pakhtunkhwa	36.441469	71.427593	Historical	4	8198	10103	12424	Hike	Camping	4.3	974	5.2	Autumn	Hard	Quetta	heritage,photography,culture	2025-04-30T20:38:27.501121
PKG0231	Nankana Sahib	Punjab	30.824685	73.445513	Adventure	6	8197	9062	11382	Train	Guesthouse	4.1	628	8.38	Winter	Moderate	Multan	family,wildlife,food	2024-07-15T20:38:27.501144
PKG0232	Kirthar National Park	Balochistan	26.322062	66.80638	Nature	8	28936	30232	34831	Road	Camping	4.5	781	1.02	All Year	Moderate	Sialkot	mountains,heritage,hiking	2025-04-10T20:38:27.501169
PKG0233	Marine Drive, Karachi	Balochistan	31.92315	68.357071	Cultural	3	6256	8051	10028	Road	4-star	4.0	681	3.25	Summer	Moderate	Gilgit	mountains,food,beach	2025-01-25T20:38:27.501206
PKG0234	Kotli	Islamabad Capital	35.321254	73.497673	Adventure	8	19253	20113	21673	Hike	4-star	3.0	879	5.05	Winter	Moderate	Rawalpindi	luxury,mountains,hiking	2024-05-04T20:38:27.501238
PKG0235	Skardu Shangrila	Azad Kashmir	33.738608	70.784463	City	10	500	1260	1906	Road	Camping	3.6	509	2.68	Summer	Hard	Multan	family,heritage,lake	2024-10-05T20:38:27.501270
PKG0236	Minar-e-Pakistan Park	Gilgit-Baltistan	35.336691	71.891722	Historical	5	500	1000	5234	Hike	Luxury Resort	4.1	1073	1.2	Autumn	Moderate	Gilgit	heritage,budget,beach	2024-10-30T20:38:27.501292
PKG0237	Lahore (city center) Resort	Sindh	24.489301	70.941365	Trekking	1	12090	13525	15862	Air	Guesthouse	4.1	44	1.38	All Year	Hard	Islamabad	lake,budget,photography	2025-09-24T20:38:27.501313
PKG0238	Mahodand Lake	Azad Kashmir	33.034735	73.908401	Historical	1	12884	13826	14487	Road	Camping	4.1	237	0.9	Winter	Moderate	Sialkot	lake,culture,family	2024-07-04T20:38:27.501335
PKG0239	Karimabad Heritage Site	Sindh	24.732969	69.61444	Historical	5	17870	20093	21420	Hike	3-star	4.8	280	0.1	Winter	Easy	Hunza	hiking,wildlife,lake	2025-01-16T20:38:27.501356
PKG0240	Hingol National Park	Islamabad Capital	31.317582	71.23188	Religious	5	500	2896	5048	Train	Camping	4.5	839	6.49	Autumn	Easy	Lahore	culture,beach,trek	2023-11-28T20:38:27.501386
PKG0241	Dadu	Khyber Pakhtunkhwa	32.407032	69.076496	Nature	2	10535	13386	17933	Air	Budget Hotel	3.6	1047	0.18	Spring	Hard	Murree	lake,family,photography	2025-03-10T20:38:27.501422
PKG0242	Dir	Khyber Pakhtunkhwa	32.58475	69.300481	Adventure	1	13314	15004	18454	Train	4-star	4.3	237	1.81	Spring	Easy	Lahore	heritage,photography,hiking	2025-05-11T20:38:27.501448
PKG0243	Ziarat Juniper Forest	Khyber Pakhtunkhwa	36.367166	74.730535	Beach	2	7057	9083	12390	Air	Budget Hotel	4.2	820	0.47	Winter	Moderate	Quetta	luxury,hiking,beach	2024-08-27T20:38:27.501470
PKG0244	Murree Fort	Islamabad Capital	31.680672	70.835069	Historical	3	7386	8310	12218	Hike	4-star	4.3	1165	0.42	Winter	Easy	Skardu	luxury,budget,wildlife	2025-10-03T20:38:27.501491
PKG0245	Larkana Viewpoint	Islamabad Capital	35.043672	75.390577	Cultural	8	7841	8803	12672	Private Van	Budget Hotel	3.9	129	1.66	Autumn	Hard	Multan	mountains,hiking,photography	2024-05-13T20:38:27.501527
PKG0246	Hujra Shah Muqeem Falls	Azad Kashmir	34.959894	74.090073	City	10	14689	17331	18611	Private Van	Camping	2.9	509	1.16	Winter	Moderate	Gilgit	photography,food,luxury	2025-06-02T20:38:27.501553
PKG0247	Malakand Pass Valley	Gilgit-Baltistan	33.827397	75.360392	Adventure	10	20054	22476	27037	Air	Budget Hotel	3.2	1006	0.34	Autumn	Easy	Multan	family,mountains,culture	2025-03-18T20:38:27.501575
PKG0248	Khewra Crystal Caves Point	Azad Kashmir	33.771826	75.60262	Nature	8	14420	16739	20909	Road	4-star	4.1	915	5.84	Autumn	Easy	Rawalpindi	hiking,photography,mountains	2025-07-19T20:38:27.501601
PKG0249	Kallar Kahar	Balochistan	26.214992	66.294593	Nature	5	3972	6554	8748	Private Van	3-star	3.8	744	2.07	Spring	Easy		beach,budget,culture	2023-09-08T20:38:27.501623
PKG0250	Kotli Falls	Gilgit-Baltistan	36.338802	75.443003	Cultural	2	5929	6828	9144	Road	3-star	4.2	727	0.34	Autumn	Hard	Hunza	budget,hiking,lake	2025-09-16T20:38:27.501645
PKG0251	Bumburet Valley	Balochistan	26.842695	67.301137	Trekking	2	19073	20614	22718	Air	Budget Hotel	4.8	804	0.1	Summer	Moderate		food,trek,budget	2025-07-14T20:38:27.501667
PKG0252	Passu Cones Viewpoint	Balochistan	26.279002	66.799443	Nature	8	8400	10773	15403	Air	4-star	3.8	8	2.23	All Year	Hard	Lahore	culture,luxury,wildlife	2024-06-25T20:38:27.501689
PKG0253	Nanga Parbat Base Camp Falls	Islamabad Capital	36.206974	71.103215	Adventure	3	10928	11852	15525	Hike	Luxury Resort	4.4	659	2.12	All Year	Moderate	Sialkot	wildlife,hiking,trek	2025-01-25T20:38:27.501711
PKG0254	Sakesar	Khyber Pakhtunkhwa	36.82295	71.717074	Adventure	3	10705	12895	17591	Train	Camping	4.1	1121	0.56	Autumn	Hard	Murree	culture,photography,trek	2025-04-10T20:38:27.501740
